67.4731114327,67.9868410463,62.8974193548
65.3855551457,66.137992626,58.582962963
58.4422629074,58.8012423873,55.1431343284
61.8913296903,62.5140746753,56.4306761566
62.8015435502,62.9854892408,61.045503876
59.4981883537,60.192220008,53.1197069597
71.5763518385,71.6718580542,70.6758646617
65.4845577982,66.3026139572,57.2408130081
64.1642338417,64.4206618241,61.8619565217
68.2753945481,68.7672632003,64.3003908795
65.8221146953,66.4176296887,60.5673239437
69.689640592,70.2578011696,64.3514285714
67.8219761991,68.2481578947,63.7885283019
72.6831167909,73.338386462,66.6503623188
65.8410488246,66.1053376206,63.4672202166
62.0919439454,62.5964157706,57.4348529412
66.5595220588,67.0644070579,62.2118021201
65.5965339074,66.0632826261,61.5621453287
58.6468436578,59.0717752443,54.57015625
67.2208135349,67.4616411907,65.1704794521
