37.1770502901,39.9217365269,32.1676229508
35.1168313805,38.0464608076,29.8309428571
36.1856620553,39.145884101,30.308879056
35.4850389864,38.6036936937,29.7155277778
35.4405035247,37.8531957187,30.7859292035
36.850004787,39.6772653363,31.6526086957
36.5911178248,39.6263897281,30.5205740181
35.0103836572,37.3425835866,30.5687409551
37.1390713587,40.1614075793,31.9493227092
35.7412919897,38.6150580431,30.9871604938
37.3049242794,40.4730804249,31.577037037
35.3137148594,38.1266100386,30.0874605452
35.1821767349,38.7313787639,29.1375168691
36.7553665689,39.8428917487,31.1296827586
36.5709884596,39.0783372183,32.0002266289
36.3386686838,39.3765868726,30.620494186
35.7010422095,38.6259902597,30.455720524
36.1982035928,38.585427451,32.0230178326
34.4482623593,37.0280603774,29.6874930362
34.4482623593,37.0280603774,29.6874930362
