41.8249715505,47.1620074349,41.2604168305
51.5757719715,58.5771428571,50.7998944591
45.8503268428,52.800330033,45.0318849592
40.3226722925,47.694779661,39.469486073
45.2144106331,49.3216835017,44.7382747853
47.293921293,55.7847349823,46.3563870464
52.0729100892,57.178962963,51.5514901664
43.5114831539,50.8227986348,42.6830935808
47.9231715893,54.4592277992,47.2683017408
45.8260075265,55.3628368794,44.8076864824
39.9433368607,48.296,39.0641091618
44.4344038594,52.082527881,43.6530345613
48.403970539,53.1571617162,47.8673770492
37.9128666901,42.5434285714,37.4069918065
47.9364778157,51.3586759582,47.5648656829
45.2984793273,50.1286206897,44.7521684867
47.3903724138,54.5713605442,46.5802379125
42.5151712089,48.7839455782,41.7974844237
48.375070898,53.5902816901,47.8220014937
45.7206089965,53.5054347826,44.8986457536
