45.0520028715,51.2137900552,42.087400319
56.1429882604,60.5169716776,54.0218489171
55.5405902539,59.3959124088,53.6494117647
54.1203550296,59.1992615385,51.5113277134
45.5031068648,51.0871489362,42.7199681866
55.2012234967,58.9435919235,53.382231405
55.0285274095,58.7487868852,53.2140085288
52.3660196906,56.8693176972,50.1498111228
51.8387302701,56.3689166667,49.5389000529
51.5199308198,54.6474814028,50.0106871795
47.5998796034,52.2585482124,45.3379379274
48.4217285714,53.6802810811,45.8275093333
53.2440440654,57.6527958115,50.9791931146
50.2067358626,55.2024318182,47.9098641588
48.1693235191,51.8735736354,46.2581509033
51.2720928571,54.6610514541,49.6825183631
52.2489626556,57.8811028632,49.523919959
52.9002660133,57.6411924686,50.5160862704
54.5179142367,57.4904446743,53.0423305955
55.3568316151,59.9892033543,53.0974846626
