61.2078093159,62.3541542625,56.4216572505
62.3982691602,63.1446814279,59.1846303502
62.4449909845,63.6286805864,57.3406130268
67.0659853505,67.7590086957,64.2547795414
70.9805367724,72.3414447346,65.5035376532
59.9060997488,61.3202475685,53.8131428571
63.827296323,64.3663873874,61.6670397112
64.2555628896,65.3933363803,59.6369202226
60.5817275027,61.2056470588,58.1062118492
63.9009187022,65.2037795993,58.6704204753
60.911713555,62.2123363636,55.5832774674
67.5421921708,68.239816273,64.498740458
69.9057153179,71.256584507,63.7178629032
66.7249119022,67.127408056,64.8752112676
65.2801072194,66.7709694323,58.559488189
66.1435268662,66.9709367996,62.7377121771
61.1141678623,61.585624155,59.2755711775
63.0176495726,64.3898082925,57.570300885
64.4854249548,65.5399472991,59.5650409836
63.3471774768,64.8289938758,56.8328846154
