68.2345560665,74.3311343805,67.5470261759
71.8701680084,73.273536379,71.7082724966
64.1797126131,65.4595691203,64.0393818898
67.8497626999,64.7826970228,68.1919460727
66.77,67.8257394366,66.6534706568
65.1572401747,65.6581403509,65.1018545102
67.3891902405,69.5230531732,67.1439621526
66.7183171171,74.3152788104,65.9028411812
61.2287221239,62.4156149733,61.0978817056
63.5525452915,67.7882080925,63.1177531646
62.9159464764,66.3487959866,62.5059516677
69.34940625,68.2404181185,69.4721519476
66.3841682802,66.3263424125,66.3899206503
64.5689816481,66.5674088292,64.3622751638
66.1865350798,66.5644364937,66.1444036697
61.2776493599,60.018812616,61.4110835792
66.1916962207,65.8482889734,66.2274154637
63.530887068,64.3745293073,63.4368521085
67.2331621527,69.5018827709,66.9838375952
63.5847093942,66.0209469697,63.3357576931
