31.2057171515,34.3036787565,29.2485761047
29.344627451,33.8751834862,25.9622260274
26.9385601578,32.5238141809,23.1627438017
29.9675332651,35.0128108108,26.8921581549
27.73536,31.4040837696,25.4676375405
29.9951515152,31.4128110599,28.9505602716
28.6116923077,32.3894660194,25.8471403197
30.6933397683,31.2452040816,30.3574223602
28.5634009662,31.7430848329,26.6486996904
27.6042692308,31.4274584323,25.004006462
27.5383877159,30.4468965517,25.6816981132
27.7781485053,31.604974359,25.4714064915
28.1346666667,32.0748756219,25.5078606965
27.7821770092,31.4108629442,25.3548387097
28.112505176,29.4900813008,27.261038526
29.5198087954,35.2515151515,25.534554295
28.0390287413,29.1578074866,27.3800944882
27.5648951049,30.5964761905,25.3733907057
29.9517681159,33.0594,27.9942047244
29.3583066792,33.0650480769,26.974992272
