25.5372647915,32.5772222222,25.1481576254
26.7899661999,30.2111926606,26.5998980632
25.6173098859,25.452295082,25.6274672048
26.8901314001,34.4262745098,26.52495962
25.0523677942,36.3798275862,24.3897428139
24.9340501446,33.2839655172,24.4393667007
25.6590162322,36.1605555556,25.069838961
25.6935721108,34.1156190476,25.2489693313
26.2931448074,33.8756896552,25.8385839793
25.4749751738,31.7027956989,25.1734721499
25.2770087977,34.3407692308,24.7916168898
25.5354841802,33.6020560748,25.0993431026
25.4395971223,36.333271028,24.8503033367
26.8764867424,30.3791071429,26.68034
26.5915181195,31.9126530612,26.3232716049
26.9024698505,31.1601574803,26.6246043165
24.4961501444,33.4066666667,23.9933197763
26.9180167736,35.4836842105,26.4075692629
24.8452431907,31.5604597701,24.5485322499
25.2486872587,27.6250526316,25.1344967122
