64.2090356083,64.0982284382,64.4030612245
65.9559510967,66.2917326203,65.2666959385
69.5553510029,69.2496349558,70.1170731707
65.3106912776,65.9250056497,64.2156898288
68.138247012,69.2489567148,66.0511783107
60.6879642218,61.8210399562,58.5494008264
62.7403601008,63.8572216097,60.6365316719
64.0992603129,63.7723509934,64.69162
65.4197190202,65.970835609,64.3518941799
66.8100808824,67.9157661748,64.7764509395
63.8144304707,64.0137377049,63.4317103882
64.7260503597,64.5180792853,65.102669363
69.7318313851,69.7431433138,69.7093868922
64.9274928775,65.4275958941,63.9602089864
67.1293347563,68.1005147864,65.3289543147
67.208079566,67.4817797553,66.6991726991
64.42249911,65.0458189895,63.3088095238
64.0506213873,65.8533220339,60.8534468938
64.5982865268,65.6268770764,62.7535650447
62.0521701514,61.9514380165,62.2428154327
