41.5488511489,42.5468266667,38.5668525896
38.8685192498,39.5993408042,36.6904125737
38.4673483709,38.4448266667,38.5355959596
38.2446693795,39.1527394508,35.3783932347
39.4342531017,41.2358204956,34.2814942529
39.4625376128,40.7159276624,35.7273852295
38.0513421181,38.7587058824,35.9660500963
38.3468604651,39.0132388377,36.3920582121
37.4706969697,37.6298004129,37.0320303605
37.6577421025,38.2218607857,35.9524583333
40.2300099206,40.8693172691,38.4002681992
38.3682185039,38.7923158593,37.1508571429
38.9131086519,39.9280722892,35.843562753
38.6226307922,39.3972138653,36.1449372385
39.0171982116,40.2060852197,35.5226614481
37.5828452752,37.9390237099,36.5447154472
37.0157128713,38.1435949027,33.8367485822
38.1071333674,38.5621250841,36.6676170213
39.3497502498,40.1508082832,36.9751287129
40.7995633188,41.7983732661,37.4645894737
